timestamp,heart_rate,RR_intervals
1662726929000,106,
1662726930000,109,3.0
1662726933000,104,-5.0
1662726934000,98,-6.0
1662726935000,94,-4.0
1662726936000,91,-3.0
1662726938000,98,7.0
1662726940000,105,7.0
1662726944000,101,-4.0
1662726947000,105,4.0
1662726949000,110,5.0
1662726958000,114,4.0
1662726962000,120,6.0
1662726964000,116,-4.0
1662726965000,111,-5.0
1662726966000,106,-5.0
1662726970000,110,4.0
1662726971000,113,3.0
1662726972000,113,0.0
1662726973000,110,-3.0
1662726975000,107,-3.0
1662726976000,104,-3.0
1662726980000,109,5.0
1662726984000,101,-8.0
1662726985000,101,0.0
1662726988000,105,4.0
1662726990000,108,3.0
1662726991000,111,3.0
1662727000000,114,3.0
1662727003000,111,-3.0
1662727004000,108,-3.0
1662727005000,104,-4.0
1662727007000,97,-7.0
1662727009000,94,-3.0
1662727010000,98,4.0
1662727011000,102,4.0
1662727012000,107,5.0
1662727014000,110,3.0
1662727016000,106,-4.0
1662727017000,100,-6.0
1662727021000,106,6.0
1662727025000,109,3.0
1662727026000,114,5.0
1662727027000,118,4.0
1662727028000,117,-1.0
1662727029000,113,-4.0
1662727033000,116,3.0
1662727052000,113,-3.0
1662727055000,116,3.0
1662727059000,113,-3.0
1662727062000,116,3.0
1662727069000,120,4.0
1662727070000,123,3.0
1662727074000,119,-4.0
1662727082000,114,-5.0
1662727086000,111,-3.0
1662727089000,115,4.0
1662727091000,119,4.0
1662727093000,114,-5.0
1662727096000,117,3.0
1662727107000,113,-4.0
1662727109000,110,-3.0
1662727114000,107,-3.0
1662727116000,102,-5.0
1662727117000,107,5.0
1662727121000,104,-3.0
1662727123000,108,4.0
1662727127000,113,5.0
1662727129000,108,-5.0
1662727130000,111,3.0
1662727133000,108,-3.0
1662727136000,112,4.0
1662727137000,115,3.0
1662727139000,107,-8.0
1662727140000,103,-4.0
1662727143000,108,5.0
1662727144000,108,0.0
1662727146000,111,3.0
1662727149000,107,-4.0
1662727150000,104,-3.0
1662727151000,104,0.0
1662727156000,108,4.0
1662727158000,104,-4.0
1662727159000,101,-3.0
1662727160000,101,0.0
1662727165000,106,5.0
1662727170000,103,-3.0
1662727174000,106,3.0
1662727179000,110,4.0
1662727180000,113,3.0
1662727184000,110,-3.0
1662727185000,109,-1.0
1662727186000,112,3.0
1662727188000,117,5.0
1662727189000,120,3.0
1662727190000,117,-3.0
1662727192000,111,-6.0
1662727193000,107,-4.0
1662727194000,107,0.0
1662727195000,110,3.0
1662727196000,113,3.0
1662727203000,116,3.0
1662727204000,116,0.0
1662727207000,113,-3.0
1662727210000,116,3.0
1662727219000,111,-5.0
1662727221000,108,-3.0
1662727224000,111,3.0
1662727226000,108,-3.0
1662727227000,104,-4.0
1662727229000,107,3.0
1662727230000,111,4.0
1662727231000,111,0.0
1662727238000,108,-3.0
1662727240000,111,3.0
1662727245000,108,-3.0
1662727251000,104,-4.0
1662727253000,101,-3.0
1662727258000,105,4.0
1662727261000,108,3.0
1662727263000,103,-5.0
1662727264000,100,-3.0
1662727265000,94,-6.0
1662727267000,90,-4.0
1662727269000,97,7.0
1662727271000,101,4.0
1662727277000,98,-3.0
1662727278000,93,-5.0
1662727281000,97,4.0
1662727282000,103,6.0
1662727283000,106,3.0
1662727290000,110,4.0
1662727291000,109,-1.0
1662727292000,104,-5.0
1662727293000,100,-4.0
1662727295000,104,4.0
1662727296000,107,3.0
1662727297000,110,3.0
1662727299000,104,-6.0
1662727300000,100,-4.0
1662727301000,100,0.0
1662727305000,96,-4.0
1662727310000,100,4.0
1662727311000,100,0.0
1662727314000,97,-3.0
1662727316000,94,-3.0
1662727321000,98,4.0
1662727323000,105,7.0
1662727324000,105,0.0
1662727329000,109,4.0
1662727331000,105,-4.0
1662727332000,99,-6.0
1662727334000,95,-4.0
1662727335000,98,3.0
1662727336000,101,3.0
1662727337000,104,3.0
1662727339000,107,3.0
1662727347000,103,-4.0
1662727350000,107,4.0
1662727352000,112,5.0
1662727355000,108,-4.0
1662727356000,101,-7.0
1662727357000,98,-3.0
1662727358000,95,-3.0
