timestamp,heart_rate,RR_intervals
1662452999000,88,
1662453017000,91,3.0
1662453024000,88,-3.0
1662453028000,85,-3.0
1662453034000,91,6.0
1662453035000,86,-5.0
1662453036000,89,3.0
1662453046000,86,-3.0
1662453071000,83,-3.0
1662453088000,87,4.0
1662453090000,84,-3.0
1662453093000,87,3.0
1662453098000,90,3.0
1662453103000,93,3.0
1662453108000,90,-3.0
1662453115000,93,3.0
1662453145000,90,-3.0
1662453150000,93,3.0
1662453151000,90,-3.0
1662453159000,87,-3.0
1662453202000,90,3.0
1662453204000,93,3.0
1662453206000,90,-3.0
1662453209000,94,4.0
1662453215000,98,4.0
1662453220000,95,-3.0
1662453231000,98,3.0
1662453241000,103,5.0
1662453242000,99,-4.0
1662453258000,102,3.0
1662453272000,105,3.0
1662453279000,102,-3.0
1662453288000,102,0.0
1662453307000,99,-3.0
1662453327000,96,-3.0
1662453336000,99,3.0
1662453343000,102,3.0
1662453352000,106,4.0
1662453378000,103,-3.0
1662453415000,106,3.0
1662453429000,103,-3.0
1662453463000,99,-4.0
1662453469000,93,-6.0
1662453471000,89,-4.0
1662453490000,86,-3.0
1662453499000,89,3.0
1662453512000,86,-3.0
1662453521000,89,3.0
1662453532000,89,0.0
1662453546000,92,3.0
1662453549000,95,3.0
1662453552000,98,3.0
1662453584000,95,-3.0
1662453599000,92,-3.0
1662453629000,88,-4.0
1662453649000,91,3.0
1662453652000,94,3.0
1662453657000,91,-3.0
1662453660000,88,-3.0
1662453671000,91,3.0
1662453683000,88,-3.0
1662453687000,84,-4.0
1662453691000,81,-3.0
1662453707000,82,1.0
1662453737000,85,3.0
1662453785000,82,-3.0
1662453795000,79,-3.0
1662453816000,82,3.0
1662453820000,85,3.0
1662453848000,82,-3.0
1662453871000,85,3.0
1662453896000,88,3.0
1662453909000,91,3.0
1662453931000,94,3.0
1662453945000,91,-3.0
1662453983000,88,-3.0
1662453988000,85,-3.0
1662453989000,88,3.0
1662454008000,91,3.0
1662454046000,88,-3.0
1662454059000,85,-3.0
1662454069000,88,3.0
1662454073000,91,3.0
1662454113000,88,-3.0
1662454173000,91,3.0
1662454184000,88,-3.0
1662454196000,84,-4.0
1662454202000,87,3.0
1662454218000,84,-3.0
1662454222000,87,3.0
1662454225000,90,3.0
1662454252000,87,-3.0
1662454272000,90,3.0
1662454286000,87,-3.0
1662454304000,90,3.0
1662454307000,93,3.0
1662454326000,90,-3.0
1662454332000,87,-3.0
1662454348000,90,3.0
1662454384000,87,-3.0
1662454426000,84,-3.0
