timestamp,heart_rate,RR_intervals
1662643667000,100,
1662643671000,104,4.0
1662643678000,98,-6.0
1662643680000,94,-4.0
1662643684000,97,3.0
1662643685000,100,3.0
1662643689000,95,-5.0
1662643694000,92,-3.0
1662643696000,95,3.0
1662643697000,98,3.0
1662643701000,94,-4.0
1662643703000,91,-3.0
1662643706000,94,3.0
1662643724000,97,3.0
1662643726000,102,5.0
1662643733000,102,0.0
1662643735000,105,3.0
1662643738000,108,3.0
1662643743000,105,-3.0
1662643744000,102,-3.0
1662643746000,98,-4.0
1662643752000,101,3.0
1662643760000,98,-3.0
1662643763000,95,-3.0
1662643768000,98,3.0
1662643772000,93,-5.0
1662643781000,97,4.0
1662643786000,94,-3.0
1662643789000,97,3.0
1662643797000,92,-5.0
1662643801000,95,3.0
1662643807000,91,-4.0
1662643815000,95,4.0
1662643819000,90,-5.0
1662643822000,93,3.0
1662643823000,96,3.0
1662643833000,93,-3.0
1662643844000,90,-3.0
1662643846000,87,-3.0
1662643850000,90,3.0
1662643852000,93,3.0
1662643862000,98,5.0
1662643863000,102,4.0
1662643866000,99,-3.0
1662643867000,92,-7.0
1662643870000,89,-3.0
1662643871000,83,-6.0
1662643887000,88,5.0
1662643889000,85,-3.0
1662643892000,81,-4.0
1662643895000,77,-4.0
1662643899000,72,-5.0
1662643901000,68,-4.0
1662643904000,71,3.0
1662643905000,74,3.0
1662643907000,78,4.0
1662643908000,81,3.0
1662643909000,81,0.0
1662643913000,84,3.0
1662643914000,80,-4.0
1662643917000,77,-3.0
1662643932000,81,4.0
1662643933000,85,4.0
1662643935000,89,4.0
1662643937000,85,-4.0
1662643938000,82,-3.0
1662643940000,79,-3.0
1662643942000,75,-4.0
1662643969000,72,-3.0
1662643980000,75,3.0
1662643987000,78,3.0
1662643991000,74,-4.0
1662643993000,77,3.0
1662643996000,80,3.0
1662643999000,77,-3.0
1662644001000,74,-3.0
1662644004000,80,6.0
1662644005000,84,4.0
1662644007000,87,3.0
1662644008000,90,3.0
1662644010000,95,5.0
1662644012000,99,4.0
1662644013000,102,3.0
1662644014000,105,3.0
1662644016000,108,3.0
1662644024000,105,-3.0
1662644026000,103,-2.0
1662644035000,100,-3.0
1662644037000,97,-3.0
1662644038000,93,-4.0
1662644039000,90,-3.0
1662644042000,86,-4.0
1662644054000,89,3.0
1662644066000,92,3.0
1662644071000,89,-3.0
1662644074000,92,3.0
1662644075000,95,3.0
1662644078000,92,-3.0
1662644080000,88,-4.0
1662644083000,91,3.0
1662644088000,94,3.0
1662644091000,91,-3.0
1662644105000,94,3.0
1662644119000,97,3.0
1662644129000,93,-4.0
1662644130000,86,-7.0
1662644132000,83,-3.0
1662644140000,80,-3.0
1662644142000,74,-6.0
1662644151000,70,-4.0
1662644169000,73,3.0
1662644171000,76,3.0
1662644172000,73,-3.0
1662644179000,70,-3.0
1662644182000,73,3.0
1662644185000,70,-3.0
1662644191000,74,4.0
1662644193000,79,5.0
1662644194000,82,3.0
1662644195000,85,3.0
1662644197000,93,8.0
1662644199000,100,7.0
1662644201000,103,3.0
1662644203000,100,-3.0
1662644204000,93,-7.0
1662644205000,89,-4.0
1662644206000,86,-3.0
1662644213000,82,-4.0
1662644214000,79,-3.0
1662644216000,76,-3.0
1662644217000,79,3.0
1662644220000,82,3.0
1662644228000,85,3.0
1662644235000,88,3.0
1662644244000,92,4.0
1662644248000,87,-5.0
1662644249000,82,-5.0
1662644250000,82,0.0
1662644252000,89,7.0
1662644253000,94,5.0
1662644258000,89,-5.0
1662644261000,92,3.0
1662644269000,88,-4.0
1662644272000,85,-3.0
1662644276000,88,3.0
1662644281000,92,4.0
1662644287000,89,-3.0
1662644290000,86,-3.0
1662644294000,89,3.0
1662644296000,92,3.0
1662644300000,95,3.0
1662644304000,92,-3.0
1662644305000,89,-3.0
1662644309000,96,7.0
1662644312000,92,-4.0
1662644318000,88,-4.0
1662644319000,83,-5.0
1662644321000,80,-3.0
1662644324000,76,-4.0
1662644331000,72,-4.0
1662644338000,68,-4.0
1662644341000,71,3.0
1662644346000,68,-3.0
1662644357000,71,3.0
1662644361000,67,-4.0
1662644362000,64,-3.0
1662644366000,67,3.0
1662644367000,72,5.0
1662644372000,69,-3.0
1662644376000,72,3.0
1662644385000,69,-3.0
1662644408000,72,3.0
1662644439000,75,3.0
1662644445000,72,-3.0
1662644447000,75,3.0
1662644449000,78,3.0
1662644450000,81,3.0
1662644452000,77,-4.0
1662644454000,73,-4.0
1662644455000,70,-3.0
1662644458000,73,3.0
1662644459000,77,4.0
1662644460000,77,0.0
1662644463000,72,-5.0
1662644478000,69,-3.0
1662644493000,72,3.0
1662644502000,75,3.0
1662644510000,81,6.0
1662644513000,78,-3.0
1662644514000,75,-3.0
1662644515000,72,-3.0
1662644521000,76,4.0
1662644524000,71,-5.0
1662644526000,68,-3.0
1662644530000,72,4.0
1662644543000,76,4.0
1662644568000,80,4.0
1662644570000,85,5.0
1662644575000,82,-3.0
1662644595000,79,-3.0
1662644596000,75,-4.0
1662644606000,78,3.0
1662644615000,81,3.0
1662644625000,80,-1.0
