timestamp,heart_rate,RR_intervals
1662724318000,111,
1662724319000,111,0.0
1662724321000,102,-9.0
1662724325000,99,-3.0
1662724327000,104,5.0
1662724331000,97,-7.0
1662724335000,94,-3.0
1662724342000,98,4.0
1662724346000,94,-4.0
1662724362000,91,-3.0
1662724365000,94,3.0
1662724367000,98,4.0
1662724369000,94,-4.0
1662724371000,90,-4.0
1662724372000,87,-3.0
1662724373000,83,-4.0
1662724374000,83,0.0
1662724375000,90,7.0
1662724377000,94,4.0
1662724378000,97,3.0
1662724380000,93,-4.0
1662724381000,86,-7.0
1662724383000,83,-3.0
1662724384000,87,4.0
1662724385000,91,4.0
1662724387000,96,5.0
1662724388000,96,0.0
1662724389000,90,-6.0
1662724391000,94,4.0
1662724394000,91,-3.0
1662724395000,91,0.0
1662724397000,94,3.0
1662724398000,97,3.0
1662724402000,93,-4.0
1662724404000,85,-8.0
1662724405000,82,-3.0
1662724409000,90,8.0
1662724410000,94,4.0
1662724412000,91,-3.0
1662724414000,86,-5.0
1662724417000,91,5.0
1662724418000,94,3.0
1662724421000,86,-8.0
1662724422000,81,-5.0
1662724432000,84,3.0
1662724437000,87,3.0
1662724438000,92,5.0
1662724441000,89,-3.0
1662724443000,80,-9.0
1662724445000,76,-4.0
1662724446000,79,3.0
1662724450000,82,3.0
1662724451000,86,4.0
1662724455000,81,-5.0
1662724459000,84,3.0
1662724460000,88,4.0
1662724464000,94,6.0
1662724467000,90,-4.0
1662724469000,86,-4.0
1662724470000,91,5.0
1662724471000,94,3.0
1662724473000,97,3.0
1662724475000,100,3.0
1662724479000,100,0.0
1662724488000,96,-4.0
1662724490000,90,-6.0
1662724491000,87,-3.0
1662724492000,87,0.0
1662724495000,84,-3.0
1662724497000,78,-6.0
1662724498000,78,0.0
1662724504000,75,-3.0
1662724505000,79,4.0
1662724507000,87,8.0
1662724510000,92,5.0
1662724512000,86,-6.0
1662724513000,83,-3.0
1662724515000,86,3.0
1662724523000,82,-4.0
1662724526000,86,4.0
1662724529000,92,6.0
1662724532000,88,-4.0
1662724533000,84,-4.0
1662724534000,78,-6.0
1662724537000,75,-3.0
1662724541000,78,3.0
1662724545000,75,-3.0
1662724548000,78,3.0
1662724549000,81,3.0
1662724557000,77,-4.0
1662724558000,82,5.0
1662724559000,85,3.0
1662724563000,81,-4.0
1662724567000,86,5.0
1662724572000,83,-3.0
1662724578000,80,-3.0
1662724582000,75,-5.0
1662724584000,79,4.0
1662724589000,76,-3.0
1662724596000,79,3.0
1662724598000,82,3.0
1662724599000,86,4.0
1662724601000,91,5.0
1662724602000,88,-3.0
1662724606000,98,10.0
1662724607000,104,6.0
1662724609000,111,7.0
1662724612000,107,-4.0
1662724614000,101,-6.0
1662724616000,98,-3.0
1662724618000,92,-6.0
1662724620000,96,4.0
1662724623000,92,-4.0
1662724624000,86,-6.0
1662724630000,83,-3.0
1662724631000,79,-4.0
1662724632000,79,0.0
1662724634000,83,4.0
1662724635000,86,3.0
1662724637000,89,3.0
1662724640000,85,-4.0
1662724642000,82,-3.0
1662724645000,79,-3.0
1662724647000,82,3.0
1662724650000,85,3.0
1662724652000,82,-3.0
