Timestamp,x,y,z,Distance,Speed,a,b,c,Angle Change,Angular Speed,Car Dist 1,Car Dist 2,Car Dist 3,Car Dist 4,Heart Rate
1662542644556,48.4,0.3,23.7,,,0.0,0.0,0.0,,,50.04185060372403,50.457494641966825,50.84141555122512,53.40930372048994,98.35037351958627
1662542645564,12.3,2.0,-13.1,0.0,0.0,9.0,55.0,358.1,0.0,0.0,16.306446900974848,18.470127819117252,23.776729302192027,24.092337189103976,97.55798041510477
1662542646568,12.4,2.0,-13.1,0.09999999999999964,0.09960159362549766,9.2,69.9,358.3,15.100000000000005,15.039840637450204,14.178503716682865,16.791865493985068,22.143568561789582,22.67696596767743,96.79762008996761
1662542647569,12.4,2.0,-13.1,0.0,0.0,8.2,62.0,358.6,8.900000000000006,8.891108891108898,10.857991798630724,14.174330609054632,19.539153816507028,20.110559442312862,96.05843621037857
1662542648564,12.3,2.0,-13.1,0.09999999999999964,0.10050251256281371,5.6,22.1,358.0,42.5,42.71356783919598,7.4410670566448,11.317484999842044,16.420681992543702,16.50646674353441,95.32519935237019
1662542649565,12.2,2.0,-13.1,0.10000000000000142,0.09990009990010133,4.3,337.0,359.0,46.40000000000002,46.353646353646376,8.275663741607863,10.328812042995903,12.053484213818349,14.073530514670125,94.57315196584804
1662542650567,12.2,2.0,-13.1,0.0,0.0,3.7,293.1,358.7,44.49999999999998,44.411177644710556,7.704271379157322,11.996616636274565,13.63091024108422,14.541497637384396,93.81350735864416
1662542651563,12.2,2.0,-13.1,0.0,0.0,6.1,332.9,358.7,42.19999999999995,42.36947791164654,7.843807704036422,10.17595961067623,14.62347691532012,17.732693830957803,93.07886090423446
1662542652563,12.2,2.0,-12.9,0.1999999999999993,0.1999999999999993,11.9,349.6,358.3,22.500000000000046,22.500000000000046,12.3758864998932,13.498423982691058,14.045825728205026,17.188569307890752,92.3897082555498
1662542653568,12.3,2.0,-12.8,0.14142135623731025,0.14071776740030872,6.6,264.0,359.9,90.90000000000002,90.44776119402988,15.508100785298515,16.39853293407835,17.588499484189338,18.970072067108354,91.77424348772769
1662542654568,12.3,2.0,-12.9,0.09999999999999964,0.09999999999999964,4.7,270.9,358.3,8.799999999999976,8.799999999999976,13.985164699294875,16.48674121262616,17.30331289498543,20.405371878593012,91.26671533131756
1662542655566,12.3,2.0,-12.9,0.0,0.0,3.5,226.2,359.4,45.89999999999999,45.991983967935866,11.49146805333133,15.191981021201444,16.536222636797017,18.23449582002269,90.89245350928643
