Timestamp,x,y,z,Distance,Speed,a,b,c,Angle Change,Angular Speed,Car Dist 1,Car Dist 2,Car Dist 3,Car Dist 4,Heart Rate
1662551580408,48.2,0.3,23.8,,,0.0,0.0,0.0,,,46.449265003626685,51.994237250880424,56.721346320840446,57.964754119633284,108.06345556836145
1662551581119,13.8,1.5,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.483458833947221,13.090667869836732,15.522918831421222,21.379131791815777,107.48674113382114
1662551582119,13.8,1.5,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.418253387554255,12.582886742539564,15.065776810231958,21.31188960535194,107.45228510652693
1662551583119,13.8,1.5,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4316989679939,11.773770080280286,14.355982635396694,21.3105003601148,108.0692379404999
1662551584118,13.8,1.3,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.698298223800649,10.765349643859665,13.480950977761156,21.309212760548903,109.05273487024775
1662551585117,13.8,1.4,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.417425141846508,9.886028427334281,12.592170422324955,21.307990604448204,110.12028704751596
1662551586119,13.9,1.3,-12.0,0.09999999999999964,0.09980039920159645,0.0,0.0,0.0,0.0,0.0,9.107806673082498,10.82418904337774,12.08673910126608,20.4364886449863,111.08930654433274
1662551587131,13.9,1.4,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.564850437779143,12.015428804089211,12.8034777657393,18.984785678146384,112.05728864039821
1662551588117,13.9,1.4,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.769354191600117,12.015042609255543,15.427708235128044,18.558470141712792,113.12668837215924
1662551589118,13.9,1.4,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.044333334217331,12.01472588656834,18.39842226356188,18.650657221825345,114.47776492094751
1662551590116,13.9,1.7,-12.1,0.09999999999999964,0.10020040080160285,0.0,0.0,0.0,0.0,0.0,12.00085428579384,12.461268595510065,18.062414439958946,19.84712428931847,116.22520370227559
1662551591102,13.9,1.7,-12.2,0.09999999999999964,0.10141987829614568,0.0,0.0,0.0,0.0,0.0,11.987703779967864,15.792473983157215,17.535887950221728,19.34266880981857,115.51489901160478
1662551592106,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.962714184922461,16.856915544556184,19.0252809936627,19.74103924427609,108.37114986882875
1662551593106,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91230612713389,16.204910020971052,19.125682689306636,24.14228349163294,105.97686617460867
1662551594093,13.9,1.7,-12.3,0.10000000000000142,0.10131712259371978,0.0,0.0,0.0,0.0,0.0,11.925641189777046,15.775726499093146,19.82416886150564,27.934333844987155,107.32743499820508
1662551595093,13.9,1.7,-12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14151317576223,15.767119861453292,21.31748201439399,23.611178315385256,110.29453657397549
1662551596094,13.9,1.7,-12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.727049869983468,16.447624093438865,19.569875600687116,20.38665297705286,113.24953357077709
1662551597093,13.9,1.7,-12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.842601108086772,16.668933360915,17.98902069741891,19.03997790776234,116.39344220760073
1662551598093,13.9,1.7,-12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.603995284493559,15.73192228293416,19.981060318026838,20.443607099615658,121.46097476851193
1662551599094,13.9,1.7,-12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.45045607688108,18.034937711518946,22.91359418782794,22.93340847036079,125.52645704831107
1662551600104,13.9,1.7,-12.2,0.10000000000000142,0.09900990099010042,0.0,0.0,0.0,0.0,0.0,18.270618819266744,18.57669867489108,21.049140704260502,27.296865094515557,128.11249918738977
1662551601106,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.556029181379488,21.864598824557042,22.887486739104613,23.672273986174407,129.38114336969986
1662551602105,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.70812051890689,18.48937520063855,19.27342146527378,20.744978951255302,129.56595370783035
1662551603105,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.657543918725924,14.528251817822051,15.821867346477214,16.334699607907755,128.87615589207417
1662551604104,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65535466504412,12.09584390030409,12.856073746748597,15.831534974129855,127.51796220520265
1662551605104,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.655354291239448,11.755438379164826,11.909171347363587,16.78891914191861,125.6937596571027
1662551606104,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.655333323886724,11.756383900477008,11.909172975692972,14.94401331007686,123.60988408086763
1662551607102,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.668617551658166,11.720068660839823,11.909172616548725,14.430107542627464,121.4758070117959
1662551608101,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.761917435245609,11.4200873785304,11.909351659695565,14.430445309765103,119.48975460308941
1662551609104,13.9,1.7,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05983674438083,10.84720599092414,11.921059457234406,14.330042946308081,117.85292487324597
