Timestamp,x,y,z,Distance,Speed,a,b,c,Angle Change,Angular Speed,Car Dist 1,Car Dist 2,Car Dist 3,Car Dist 4,Heart Rate
1662710146413,48.0,0.3,23.9,,,0.0,0.0,0.0,,,44.085580071288334,51.20961037745998,54.5094880421524,55.08025870382,83.2177912736189
1662710147154,13.5,1.3,-9.1,0.0,0.0,27.8,353.1,6.8,0.0,0.0,12.583923090481548,14.869210173422863,17.75971766774493,23.970080727404547,85.4438505668354
1662710148152,13.6,1.3,-9.1,0.09999999999999964,0.10020040080160285,24.0,26.8,8.1,37.499999999999986,37.57515030060119,12.650478572345067,14.945087247618552,17.84593681567993,22.940677515483358,87.83253506606549
1662710149165,13.7,1.3,-9.1,0.09999999999999964,0.09871668311944684,28.6,8.9,358.5,22.5,22.21125370187562,12.715451070019308,15.020557331428853,17.9322966275551,21.506151857119733,89.11434094785203
1662710150165,13.7,1.2,-9.1,0.0,0.0,29.0,11.8,359.8,3.299999999999999,3.299999999999999,12.715121913271638,15.019218996419491,17.93246977048451,20.788812308471556,89.04686407799915
1662710151164,13.6,1.2,-9.1,0.09999999999999964,0.10010010010009975,25.2,16.2,353.8,8.2,8.208208208208207,12.649374856728267,14.93863157697463,17.8452243119004,20.698577332214025,87.8986301173654
1662710152165,13.4,1.5,-9.4,0.3605551275463991,0.3601949326137854,43.1,23.4,355.8,25.1,25.07492507492508,12.291384403967438,14.593573400159064,17.82932167220893,20.648355012710066,85.9740952694993
1662710153164,13.4,1.6,-9.5,0.09999999999999964,0.10010010010009975,86.3,190.1,189.5,209.89999999999998,210.1101101101101,12.215844989534139,14.529838363688931,17.882097510501783,20.228114373114636,83.59029205159686
1662710154148,13.4,1.8,-9.7,0.1999999999999993,0.20325203252032448,52.0,351.9,349.8,196.09999999999997,199.28861788617883,12.066273246226672,14.405364337404121,17.9890287218263,19.07583423175909,81.2721488770325
1662710155148,13.4,1.9,-9.8,0.10000000000000142,0.10000000000000142,12.3,350.0,0.6,41.59999999999998,41.59999999999998,11.991842276163917,14.342979660200035,18.043190362038892,18.648203680813168,79.89842187981189
1662710156149,13.4,2.0,-9.8,0.0,0.0,5.1,350.7,357.2,7.89999999999999,7.892107892107883,11.991457123285514,14.34037982869958,18.043374940765176,18.644970986321017,80.12371444415236
1662710157149,13.4,1.9,-9.8,0.0,0.0,11.3,351.6,355.2,7.100000000000035,7.100000000000035,11.989818955327888,14.338753179967213,18.04223953349867,18.641803445944873,81.4668860384635
1662710158149,13.4,1.9,-9.8,0.0,0.0,23.8,355.6,356.8,16.5,16.5,11.988166067109605,14.337455548100587,18.042433818161122,18.638076280869164,83.27297481228732
1662710159148,13.4,1.9,-9.8,0.0,0.0,22.1,349.7,0.3,7.600000000000033,7.607607607607641,11.9865253322477,14.334858900295371,18.04262268539073,18.636085887969042,84.957589432
1662710160148,13.4,1.9,-9.8,0.0,0.0,36.6,354.8,359.6,19.600000000000023,19.600000000000023,11.98613730802023,14.33321697797835,18.0428109448336,18.630795605095788,86.12582445982403
1662710161149,13.4,1.9,-9.8,0.0,0.0,36.2,355.7,358.8,1.2999999999999758,1.2987012987012747,11.986416522084944,14.331580719359522,18.04300194532223,18.626657327345562,86.3878415902496
1662710162148,13.4,1.9,-9.8,0.0,0.0,34.4,347.3,357.4,10.199999999999982,10.210210210210192,11.985753241374047,14.330282615301524,18.04319315837881,18.623466980318636,85.30938317650306
1662710163148,13.4,2.0,-9.8,0.0,0.0,3.3,347.4,0.0,31.199999999999964,31.199999999999964,11.985369979717868,14.327694153912695,18.042057042902748,18.61975090513254,82.44896665353896
1662710164147,13.4,2.0,-9.8,0.0,0.0,5.8,345.3,359.8,4.599999999999966,4.60460460460457,11.984987711903951,14.326404728865324,18.042061142378348,18.614704647931205,78.46584637672773
1662710165147,13.3,2.0,-9.8,0.09999999999999964,0.09999999999999964,7.8,310.3,0.1,37.0,37.0,11.91735878876437,14.244222432819237,17.958264050408907,18.56857436134908,75.77664063232143
1662710166160,13.4,2.0,-9.9,0.141421356237309,0.1396064721000089,5.7,236.8,359.5,75.6,74.62981243830207,11.909338552593596,14.262381461366143,18.095457613872174,18.518188399534857,74.49026898629754
1662710167160,13.5,2.0,-9.9,0.09999999999999964,0.09999999999999964,4.9,199.1,0.6,38.500000000000014,38.500000000000014,11.975823920278396,14.34061234102472,18.179545887599918,18.557964268337926,74.30740541786068
1662710168147,13.4,1.9,-9.8,0.141421356237309,0.1432840488726535,9.0,272.1,358.7,77.10000000000002,78.11550151975686,11.979659050940901,14.319241618584195,18.040165095621813,18.601306115677026,74.8635424531578
1662710169147,13.2,1.9,-9.8,0.20000000000000107,0.20000000000000107,11.5,264.6,359.7,10.0,10.0,11.845204617462173,14.157657441846002,17.872536296121304,18.511943639582398,75.84811101840938
1662710170145,12.9,1.9,-9.8,0.29999999999999893,0.30060120240480853,6.9,209.1,355.6,60.10000000000003,60.22044088176356,11.647242222464335,13.919811420845942,17.62090182338828,18.384456049239095,76.92715440174968
1662710171157,12.1,2.0,-9.7,0.8062257748298558,0.7966657854049959,5.8,269.8,0.5,61.80000000000002,61.06719367588934,11.221844618127914,13.363864962543383,16.902214242337717,18.16036768985866,77.78422395007156
1662710172156,11.5,1.9,-9.5,0.6324555320336753,0.6330886206543297,9.2,266.1,360.0,7.099999999999988,7.107107107107095,11.034168574887214,13.049916873694311,16.295369297001457,18.13174353248412,78.06486250499589
